kd_kepsek_an;kd_sekolah;pendidikan_sederajat;jenis_sek;sts_sek;kurikulum;daerah_khusus;kd_kokab;wilayah_bagian;jenis_wilayah;status_wilayah;proporsi_pendidik_min_s1;proporsi_pendidik_sertifikasi;jumlah_peserta_didik;jumlah_pendidik;rasio_pendidik_peserta_didik;jumlah_r_kelas;ketersediaan_internet;ketersediaan_listrik;jumlah_komp_milik;jumlah_perpus;jumlah_rombel;jumlah_siswa_rombel;jumlah_siswa_penerima_PIP;rasio_siswa_penerima_PIP;SES_sekolah;APC;APK;BBS;BCP;COP;CSV;ENP;EQC;EQR;HWS;KKG;KPC;KPK;KSA;KSV;LCS;LFO;MIP;NAT;OPC;PBU;PCP;PGP;PIP;PKG;PMU;POT;PPK;PSA;PSV;PPC;RC;RKG;RPI;RSD;SBU;SCO;SKG;SMK_GRMAG;SMK_GTIN;SMK_INDS;SMK_KLAB;SMK_KOMITE;SMK_KPL;SMK_PBEL;SMK_PIM;SMK_PKL;SMK_PKUR;SMK-SARPRAS;SMK_TEFA;SSV;TOC;TOR
K7100117;7100117;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;133;Indonesia Tengah;KABUPATEN;RURAL;100,00;47,37;558;38;14,68;7;Ada;Ada;3;1;21;196;295;52,87;70,57;43,94;72,55;58,37;31,56;55,31;54,08;61,82;57,79;48,35;42,81;63,49;49,09;67,21;55,54;64,42;67,11;73,64;58,17;78,37;65,24;56,63;53,61;57,78;48,87;41,43;59,50;52,52;54,60;66,96;52,13;54,60;52,18;55,94;41,14;42,83;55,03;58,01;59,57;72,74;69,29;;52,88;73,22;70,94;78,06;81,87;82,48;74,87;79,14;77,61;61,35;40,18;53,59
K7100119;7100119;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;133;Indonesia Tengah;KABUPATEN;URBAN;98,28;41,38;1077;58;18,57;11;Ada;Ada;2;1;35;351;509;47,26;73,86;52,28;59,19;47,96;48,26;86,64;64,62;61,37;82,02;61,70;99,17;85,18;59,62;62,23;100,00;75,03;94,69;75,61;100,00;72,17;70,13;100,00;70,16;95,19;91,03;61,88;88,00;69,80;57,66;100,00;65,39;57,66;84,68;73,94;86,13;58,17;61,00;71,77;69,62;71,31;88,96;;96,74;83,89;67,67;78,67;100,00;84,08;92,44;64,90;98,82;62,33;63,14;66,16
K7100125;7100125;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;352;Indonesia Tengah;KABUPATEN;URBAN;100,00;69,23;55;13;4,23;9;Ada;Ada;4;1;5;20;12;21,82;88,29;56,94;87,23;62,23;64,37;74,66;54,61;63,87;49,71;68,37;59,93;71,73;51,81;62,23;46,48;75,03;84,14;60,37;73,67;72,17;49,95;69,30;60,84;63,81;91,03;61,88;67,39;57,49;68,77;62,43;65,39;68,77;63,49;45,44;47,73;53,06;61,00;58,21;69,62;59,34;58,56;;75,24;67,55;63,28;73,61;58,59;71,55;65,13;52,97;46,80;43,40;46,28;72,26
K7100121;7100121;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;369;Indonesia Tengah;KABUPATEN;URBAN;96,88;6,25;647;32;20,22;13;Ada;Ada;26;1;19;190;68;10,51;84,45;47,91;63,37;73,71;52,57;56,34;64,27;71,54;57,79;64,30;69,08;64,32;39,56;64,83;56,93;67,18;61,56;69,44;79,51;90,22;71,66;60,06;78,87;60,88;87,01;62,09;73,67;59,28;55,68;65,22;52,38;55,68;61,80;61,16;56,58;55,57;58,33;71,77;59,91;73,72;73,12;;87,72;96,37;82,12;94,03;89,18;70,06;79,23;77,14;100,00;62,04;58,74;56,46
K7100015;7100015;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;080;Indonesia Tengah;KABUPATEN;RURAL;97,44;43,59;392;39;10,05;17;Ada;Ada;5;1;16;115;86;21,94;74,52;51,89;58,83;51,61;46,35;58,82;44,69;56,02;49,23;48,35;34,58;63,49;49,09;52,49;55,54;53,52;76,17;52,80;58,17;90,11;75,94;63,68;49,49;57,78;83,65;46,80;59,50;55,86;59,90;79,59;72,90;59,90;52,18;51,30;68,81;51,96;55,03;63,86;88,68;62,95;78,15;;60,56;70,65;84,78;78,06;99,06;82,48;70,38;66,96;56,28;70,06;40,18;69,30
K7100017;7100017;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;375;Indonesia Tengah;KABUPATEN;RURAL;77,78;5,56;302;18;16,78;22;Ada;Ada;3;1;11;110;59;19,54;75,42;43,94;43,56;73,71;41,94;66,10;75,42;61,82;62,79;80,16;78,64;56,27;49,09;42,32;96,70;95,82;38,75;46,64;76,12;90,11;52,29;94,19;87,96;100,00;97,99;62,09;98,07;99,49;40,68;98,86;79,91;40,68;73,20;72,72;83,86;;97,15;99,79;88,68;48,49;44,22;;52,88;48,11;46,52;68,15;41,07;82,48;74,87;45,78;47,51;83,27;58,74;69,30
K7100016;7100016;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;327;Indonesia Tengah;KABUPATEN;RURAL;96,43;37,50;421;56;7,52;23;Ada;Ada;10;1;21;134;247;58,67;72,15;83,22;69,21;38,52;23,75;74,14;48,90;86,35;68,65;92,20;100,00;90,21;62,43;58,44;99,04;85,53;76,88;77,57;97,54;100,00;100,00;94,19;89,28;79,30;87,01;89,98;92,75;56,72;79,78;96,29;81,91;79,78;100,00;72,72;100,00;67,50;92,16;100,00;88,34;70,33;78,23;;74,86;96,37;66,90;94,03;78,61;88,96;75,26;57,21;70,02;86,59;58,74;76,48
K7100014;7100014;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;178;Indonesia Tengah;KABUPATEN;RURAL;96,55;20,69;161;29;5,55;12;Tidak Ada;Ada;3;0;12;63;65;40,37;71,28;65,86;58,83;58,37;72,92;74,49;54,08;65,03;75,96;80,16;78,64;92,59;43,38;58,98;55,54;95,82;58,52;59,25;99,24;100,00;75,94;81,60;62,86;88,59;97,99;62,09;85,43;59,37;59,90;87,82;67,65;59,90;64,65;100,00;94,98;59,18;84,33;83,37;88,68;54,22;54,80;;52,88;57,11;49,61;62,39;62,63;82,48;74,87;46,60;58,77;83,27;58,74;69,30
K7100233;7100233;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;213;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;21;6;3,50;3;Ada;Ada;2;1;3;2;11;52,38;51,00;43,84;51,91;51,61;46,35;52,48;44,69;63,07;49,23;48,35;46,63;64,32;49,64;42,42;39,77;39,55;45,08;69,44;56,99;78,59;59,43;60,06;49,65;54,69;55,49;53,41;62,56;62,10;55,68;65,22;52,38;55,68;50,04;47,23;56,58;45,54;35,53;53,18;50,04;58,66;54,96;;74,86;95,08;61,22;69,97;99,83;88,96;99,23;69,46;100,00;49,76;33,18;65,80
K7100237;7100237;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;123;Indonesia Tengah;KABUPATEN;RURAL;80,95;0,00;308;21;14,67;22;Ada;Ada;18;2;10;82;138;44,81;64,62;63,14;45,94;65,56;61,46;59,93;53,47;44,96;75,96;56,85;61,01;64,32;39,75;52,60;56,93;75,13;64,92;53,74;79,51;90,22;48,52;67,97;66,98;79,30;77,12;46,80;73,67;47,56;67,27;58,80;39,49;67,27;56,63;47,23;40,60;54,86;51,91;43,63;59,91;61,07;22,45;;74,86;43,42;56,32;69,97;65,38;64,97;51,28;48,97;40,52;62,04;40,18;51,89
K7100230;7100230;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;078;Indonesia Tengah;KABUPATEN;RURAL;97,37;39,47;320;38;8,42;15;Ada;Ada;6;1;18;109;152;47,50;63,68;56,94;87,23;34,98;64,37;74,66;36,00;54,77;96,06;100,00;59,93;61,76;59,62;66,02;35,61;85,53;94,69;100,00;100,00;72,17;76,04;69,30;87,49;95,19;91,03;71,38;88,00;100,00;62,88;93,27;59,70;62,88;76,85;45,44;52,04;53,06;76,22;64,07;50,47;65,14;76,50;;96,74;90,17;95,10;100,00;89,26;62,53;68,46;69,39;98,82;74,61;39,37;59,61
K7100232;7100232;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;078;Indonesia Tengah;KABUPATEN;RURAL;78,57;0,00;76;14;5,43;6;Ada;Ada;1;1;11;23;35;46,05;74,33;65,86;32,22;58,37;31,56;51,80;75,42;60,84;45,19;80,16;66,25;45,75;64,88;52,49;29,21;36,09;58,52;46,64;58,17;100,00;52,29;56,63;42,89;74,25;30,43;46,80;64,41;59,37;49,71;82,46;59,57;49,71;73,20;40,15;49,53;47,24;84,24;83,37;88,68;50,30;61,19;;5,47;62,48;58,73;55,31;62,63;64,65;87,44;66,96;65,76;83,27;40,18;50,27
K7100235;7100235;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;111;Indonesia Tengah;KABUPATEN;RURAL;50,00;0,00;106;4;26,50;3;Tidak Ada;Ada;1;0;4;35;76;71,70;56,14;65,86;;51,61;72,92;62,41;87,80;73,24;68,65;92,20;66,25;92,59;43,83;;55,54;95,82;100,00;78,79;99,24;100,00;85,02;94,19;100,00;88,59;97,99;74,17;98,07;99,49;;98,86;79,91;;68,66;100,00;94,98;;97,15;99,79;88,68;87,73;73,05;;97,70;95,69;78,16;93,23;99,06;82,48;87,44;79,14;98,46;83,27;58,74;69,30
K7100234;7100234;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;444;Indonesia Tengah;KABUPATEN;RURAL;78,57;28,57;66;14;4,71;6;Ada;Ada;3;1;6;15;28;42,42;73,34;71,97;51,67;62,23;55,40;79,45;50,13;99,82;82,02;68,37;99,17;71,73;52,63;62,23;100,00;75,03;77,19;55,42;77,48;72,17;70,13;60,53;70,16;95,19;62,87;83,99;100,00;62,87;60,56;74,37;65,39;60,56;67,23;50,24;52,04;;68,03;71,77;85,70;48,49;28,15;;40,60;34,12;0,00;61,78;57,04;58,92;36,28;44,16;28,20;62,33;63,14;57,09
K7100238;7100238;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;058;Indonesia Tengah;KABUPATEN;RURAL;90,91;0,00;106;11;9,64;5;Ada;Ada;2;1;4;32;62;58,49;64,69;43,84;51,91;65,56;31,56;48,63;48,90;56,56;53,37;41,33;46,63;51,05;49,64;47,94;56,93;39,55;40,70;46,36;53,85;90,22;57,19;53,38;58,35;72,94;62,70;46,80;73,67;62,10;59,82;52,83;38,61;59,82;54,32;47,23;69,83;45,54;58,33;43,63;73,87;59,86;61,26;;64,78;67,25;56,32;81,70;65,38;53,82;67,56;55,97;73,34;66,83;36,05;54,04
K7100236;7100236;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;385;Indonesia Tengah;KABUPATEN;RURAL;92,86;0,00;218;14;15,57;3;Tidak Ada;Ada;0;1;7;62;92;42,20;54,40;39,67;58,59;51,61;27,82;55,31;44,69;60,57;41,25;64,30;42,81;75,85;43,38;50,54;46,06;46,28;76,17;65,89;68,42;90,11;80,73;94,19;58,12;68,62;83,65;62,09;76,09;59,37;45,15;56,08;57,95;45,15;57,88;51,30;68,81;57,57;67,50;66,74;88,68;69,35;56,83;;69,87;73,22;66,12;45,10;61,00;60,40;50,26;52,72;58,77;70,06;40,18;69,30
K7100231;7100231;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Ya;491;Indonesia Tengah;KABUPATEN;URBAN;97,22;16,67;781;36;21,69;26;Ada;Ada;3;3;29;289;294;37,64;78,40;43,84;41,53;47,96;42,11;54,02;45,65;50,58;71,73;86,31;78,39;54,80;51,81;62,23;56,61;38,33;84,14;75,61;100,00;72,17;85,02;85,70;87,49;75,96;91,03;47,21;100,00;69,80;62,88;85,56;59,70;62,88;63,49;61,48;49,69;46,04;61,00;83,57;57,28;84,04;81,46;;96,74;76,70;84,27;86,86;72,94;84,08;68,46;77,08;98,82;52,20;63,14;59,61
K7100284;7100284;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;245;Indonesia Timur;KOTA;URBAN;100,00;61,11;295;18;16,39;12;Ada;Ada;12;1;13;98;62;21,02;78,06;51,89;58,83;73,71;52,57;58,82;49,17;56,02;57,79;48,35;78,64;92,59;55,99;58,98;55,54;53,52;54,06;56,07;64,95;100,00;58,00;67,97;87,96;88,59;97,99;62,09;98,07;87,43;59,90;87,82;62,95;59,90;57,88;79,40;75,55;47,24;49,96;52,87;88,68;59,94;51,05;;65,83;62,48;44,88;78,06;61,00;71,13;74,87;51,97;52,73;57,39;58,74;69,30
K7100280;7100280;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;245;Indonesia Timur;KOTA;RURAL;100,00;60,87;169;23;7,35;10;Ada;Ada;4;1;10;45;56;33,14;70,98;34,14;62,05;41,95;52,57;70,03;54,08;58,79;74,04;85,18;78,64;75,85;43,38;67,21;46,06;53,52;81,64;56,07;68,42;100,00;55,05;63,68;88,34;65,61;97,99;46,80;98,07;99,49;54,02;98,78;43,37;54,02;49,51;54,32;91,85;36,51;67,50;52,87;88,68;69,35;56,83;;84,74;38,88;68,36;93,23;81,87;82,48;77,44;60,65;61,49;47,90;58,74;59,07
K7100279;7100279;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;245;Indonesia Timur;KOTA;URBAN;100,00;32,00;244;25;9,76;11;Ada;Ada;19;1;14;63;45;18,44;75,61;40,06;51,67;62,23;80,65;79,45;54,61;87,42;82,02;61,70;59,93;100,00;51,81;56,71;70,04;85,53;68,67;62,99;73,67;72,17;55,25;100,00;70,16;75,96;91,03;83,99;72,87;55,09;52,69;85,56;65,39;52,69;67,23;61,48;47,73;39,92;86,73;100,00;57,28;65,14;76,50;;69,48;65,58;54,86;69,87;89,26;77,28;92,44;62,15;46,80;74,61;63,14;54,76
K7100278;7100278;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;072;Indonesia Timur;KABUPATEN;RURAL;98,59;74,65;907;71;12,77;43;Ada;Ada;18;1;36;240;250;27,56;75,62;56,35;65,39;58,37;52,57;79,97;54,08;61,82;86,06;80,16;78,64;92,59;94,19;78,90;96,70;95,82;100,00;78,79;99,24;100,00;55,05;81,60;87,96;100,00;97,99;74,17;98,07;87,43;94,28;66,96;67,65;94,28;98,75;100,00;83,86;57,17;97,15;71,46;74,47;64,68;54,80;;69,87;66,34;66,12;68,15;88,40;82,48;74,87;79,14;99,64;75,98;58,74;69,30
K7100281;7100281;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;072;Indonesia Timur;KABUPATEN;RURAL;88,00;24,00;108;25;4,32;15;Ada;Ada;7;1;12;39;46;42,59;67,05;51,89;58,83;45,06;23,75;74,49;32,75;50,76;53,37;64,30;66,25;63,49;49,09;52,49;67,27;53,52;81,64;69,53;72,14;78,37;65,24;67,97;46,00;68,62;72,17;41,43;76,09;78,79;59,90;66,96;62,95;59,90;61,09;51,30;62,23;47,24;49,96;58,01;48,94;55,27;58,93;;69,87;55,37;52,62;62,39;68,13;71,13;70,38;51,22;51,18;65,22;47,09;53,59
K7100283;7100283;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;047;Indonesia Timur;KABUPATEN;URBAN;93,94;54,55;455;33;13,79;22;Ada;Ada;6;1;22;146;120;26,37;81,55;56,94;70,64;71,14;48,26;57,28;50,13;48,44;71,73;89,51;78,39;61,76;51,81;56,71;46,48;52,19;54,53;52,99;63,67;51,96;61,57;85,70;52,21;83,94;70,33;53,93;88,00;66,04;57,66;79,74;59,70;57,66;54,32;50,24;59,17;53,06;61,00;83,57;69,62;68,60;100,00;;83,78;72,01;63,28;86,86;100,00;77,28;79,49;64,90;98,82;62,33;84,57;71,54
K7100277;7100277;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;370;Indonesia Timur;KABUPATEN;RURAL;100,00;37,50;608;40;15,20;17;Ada;Ada;7;1;18;181;279;45,89;56,58;47,72;58,83;65,56;38,29;62,41;19,14;56,02;57,79;80,16;78,64;56,27;37,75;42,32;29,21;46,28;62,81;49,72;64,95;100,00;52,29;81,60;53,61;74,25;56,16;53,41;98,07;42,94;59,90;98,86;52,13;59,90;49,51;43,57;75,55;47,24;39,18;43,22;74,47;57,45;61,19;;76,01;64,37;60,45;43,48;66,07;71,13;87,44;66,96;53,20;70,06;47,09;59,07
K7100299;7100299;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;281;Indonesia Barat;KOTA;URBAN;100,00;36,36;68;11;6,18;9;Ada;Ada;14;1;9;24;36;52,94;78,32;43,84;;58,37;27,82;52,48;44,69;59,68;49,23;48,35;46,63;30,28;49,36;43,94;56,93;67,18;49,92;48,88;46,06;78,59;77,57;50,14;45,61;54,69;62,70;32,64;37,52;47,56;;65,22;43,05;;50,04;51,30;40,60;38,42;51,91;58,21;59,91;47,21;45,95;;54,99;43,42;59,59;53,99;57,56;70,06;32,44;45,97;17,06;62,04;33,18;56,46
K7100297;7100297;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;281;Indonesia Barat;KOTA;URBAN;96,15;15,38;304;26;11,69;16;Ada;Ada;11;2;11;108;68;22,37;79,26;43,84;46,78;58,37;72,92;74,14;64,27;71,54;62,79;56,85;82,71;90,21;49,64;42,42;99,04;100,00;76,88;66,36;79,51;90,22;77,57;94,19;89,28;99,02;77,12;74,17;81,56;81,95;;96,29;81,91;;64,65;100,00;75,39;47,64;92,16;100,00;88,34;62,50;78,23;;79,94;76,93;77,73;94,03;73,02;88,96;72,31;64,96;73,34;86,59;58,74;56,46
K7100285;7100285;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;281;Indonesia Barat;KOTA;URBAN;100,00;42,11;329;38;8,66;13;Ada;Ada;3;0;13;88;171;51,98;73,07;47,72;58,83;65,56;52,57;66,10;44,69;58,79;68,65;71,40;78,64;75,85;49,09;58,98;46,06;64,42;58,52;59,25;81,03;90,11;61,37;59,96;72,96;74,25;97,99;53,41;76,09;59,37;54,60;66,96;52,13;54,60;68,66;51,30;75,55;47,24;55,03;52,87;88,68;61,37;69,29;;69,87;70,65;57,18;78,06;64,26;71,13;100,00;54,28;60,07;47,90;47,09;59,07
K7100301;7100301;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;281;Indonesia Barat;KOTA;URBAN;100,00;22,22;86;9;9,56;6;Ada;Ada;8;1;6;48;37;43,02;82,18;61,88;70,64;62,23;42,11;63,87;70,68;54,77;96,06;100,00;41,31;100,00;51,81;62,23;100,00;67,07;77,19;43,93;73,67;72,17;58,21;85,70;60,84;75,96;91,03;83,99;79,15;57,49;64,79;74,37;71,03;64,79;51,74;93,97;49,69;;86,73;71,77;100,00;22,67;25,60;;64,88;41,30;30,87;39,94;38,40;38,22;5,51;43,97;28,44;74,61;46,28;66,16
K7100289;7100289;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;510;Indonesia Barat;KABUPATEN;RURAL;98,78;46,34;992;82;12,10;31;Ada;Ada;12;1;39;326;350;35,28;79,91;52,28;63,37;58,37;52,57;53,51;58,56;63,07;68,65;80,16;82,71;64,32;62,43;58,44;83,16;67,18;83,91;66,36;74,68;100,00;59,43;94,19;89,28;99,02;77,12;46,80;92,75;74,34;73,74;96,29;81,91;73,74;64,65;61,16;100,00;55,57;64,74;62,83;88,34;65,74;66,37;;87,72;63,46;74,38;94,03;99,83;88,96;79,23;69,46;100,00;62,04;58,74;56,46
K7100295;7100295;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;510;Indonesia Barat;KABUPATEN;RURAL;100,00;16,67;109;24;4,54;12;Ada;Ada;5;1;8;32;54;49,54;72,84;42,10;;45,06;38,29;59,93;44,69;44,96;49,23;41,33;54,03;56,91;44,46;;69,83;59,94;45,08;53,74;63,67;78,59;56,37;53,38;39,39;60,88;69,57;41,43;47,10;45,25;;58,80;32,42;;50,04;47,23;38,17;;58,33;58,21;73,87;49,92;45,95;;60,94;46,07;48,58;66,63;48,63;70,06;51,28;64,65;67,54;49,76;47,09;57,00
K7100292;7100292;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;510;Indonesia Barat;KABUPATEN;RURAL;100,00;20,83;630;48;13,13;24;Ada;Ada;2;1;24;210;160;25,40;59,07;67,41;70,64;54,72;54,40;70,72;54,61;69,85;82,02;48,09;59,93;61,76;69,06;62,23;100,00;85,53;84,14;48,22;77,48;72,17;76,04;69,30;70,16;95,19;79,21;47,21;67,39;62,87;52,69;85,56;59,70;52,69;60,20;61,48;55,33;58,17;68,03;53,18;57,28;58,13;62,61;;60,94;49,17;35,17;66,73;53,95;66,77;56,67;55,97;34,60;62,33;63,14;66,16
K7100290;7100290;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;397;Indonesia Barat;KABUPATEN;RURAL;100,00;37,78;762;45;16,93;22;Ada;Ada;6;1;27;269;254;33,33;74,58;56,35;65,39;51,61;31,56;79,97;54,08;73,24;45,19;92,20;78,64;50,69;55,99;46,97;55,54;53,52;89,22;98,69;88,15;100,00;65,24;94,19;72,96;88,59;97,99;74,17;98,07;99,49;65,78;98,86;62,95;65,78;52,18;43,57;94,98;46,04;67,50;63,86;88,68;87,73;78,15;;97,70;95,69;95,62;93,23;99,06;82,48;100,00;79,14;99,64;61,35;58,74;69,30
K7100291;7100291;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;397;Indonesia Barat;KABUPATEN;RURAL;100,00;40,00;419;30;13,97;11;Ada;Ada;7;1;16;115;249;59,43;75,80;51,89;62,05;73,71;72,92;74,49;59,70;65,03;54,33;57,71;78,64;92,59;55,99;58,98;88,70;61,16;81,64;78,79;99,24;90,11;75,94;59,49;72,96;88,59;63,79;74,17;85,43;65,53;64,79;55,70;82,17;64,79;68,66;72,72;75,55;;97,15;83,37;88,68;66,79;63,59;;50,96;62,48;55,63;93,23;67,53;82,48;74,87;50,47;48,10;83,27;58,74;69,30
K7100296;7100296;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;397;Indonesia Barat;KABUPATEN;URBAN;86,67;23,33;471;30;15,70;10;Ada;Ada;3;1;16;147;152;32,27;83,18;52,28;59,19;47,96;64,37;79,45;40,91;69,85;82,02;68,37;49,38;49,22;51,81;68,18;56,61;32,72;77,19;62,99;100,00;72,17;65,44;100,00;77,16;83,94;91,03;47,21;88,00;74,34;52,69;79,74;71,03;52,69;84,68;67,43;76,72;63,69;68,03;64,07;50,47;65,14;67,12;;75,24;61,95;70,25;69,87;75,52;66,77;72,69;60,15;53,44;74,61;100,00;57,09
K7100293;7100293;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;008;Indonesia Barat;KABUPATEN;RURAL;100,00;30,00;216;20;10,80;7;Ada;Ada;3;0;9;72;86;39,81;73,61;43,84;57,64;58,37;27,82;52,48;40,74;53,61;49,23;48,35;38,57;51,05;49,64;52,60;56,93;39,55;54,30;58,60;51,06;;62,90;67,97;62,63;54,69;62,70;36,88;92,75;56,72;51,70;65,22;58,32;51,70;48,00;43,57;56,58;50,25;41,94;34,70;43,83;45,41;56,98;;79,94;59,91;59,59;94,03;62,11;53,82;72,31;77,14;86,02;49,76;40,18;56,46
K7100294;7100294;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;250;Indonesia Barat;KABUPATEN;RURAL;91,18;14,71;303;34;8,91;16;Ada;Ada;4;1;14;111;128;42,24;61,55;43,84;51,67;47,96;42,11;60,53;40,91;43,80;;97,31;41,31;58,10;48,00;41,99;40,30;38,33;65,16;55,42;89,08;72,17;76,04;69,30;37,61;75,96;62,87;55,58;47,75;46,11;;74,29;16,77;;67,23;41,29;45,85;;68,03;64,07;57,28;71,31;88,96;;96,74;79,88;73,43;78,67;82,73;62,53;79,49;69,39;98,82;62,33;49,15;64,72
K7100288;7100288;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;250;Indonesia Barat;KABUPATEN;RURAL;100,00;35,00;156;20;7,80;10;Ada;Ada;4;1;7;44;86;55,13;75,56;61,88;51,91;65,56;46,35;56,34;44,69;56,56;53,37;48,35;54,03;75,39;55,63;66,02;83,16;75,13;54,30;48,88;56,99;90,22;53,62;60,06;66,98;60,88;62,70;62,09;52,25;59,11;55,68;58,80;52,38;55,68;59,13;55,94;46,55;67,50;51,91;64,07;88,34;47,21;51,13;;41,27;49,17;38,69;52,17;31,79;70,06;58,33;51,28;36,85;72,85;33,18;65,80
K7100286;7100286;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;493;Indonesia Barat;KABUPATEN;RURAL;100,00;29,63;153;27;5,67;11;Ada;Ada;5;1;11;60;106;69,28;60,68;57,71;51,91;45,06;46,35;63,36;70,76;71,54;57,79;56,85;69,08;90,21;44,46;64,83;56,93;75,13;68,36;48,88;74,68;90,22;59,43;73,40;58,35;66,99;100,00;62,09;73,67;62,10;55,68;71,57;47,18;55,68;67,85;72,72;56,58;61,28;58,33;83,57;59,91;34,86;37,99;;49,71;51,06;34,57;57,63;54,64;70,06;38,72;48,22;35,43;66,83;47,09;76,48
K7100287;7100287;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;493;Indonesia Barat;KABUPATEN;RURAL;96,72;54,10;342;61;5,61;22;Ada;Ada;6;1;17;96;158;46,20;70,94;67,41;69,21;65,56;86,13;85,96;58,56;77,52;75,96;80,16;82,71;90,21;62,43;72,40;99,04;85,53;94,45;96,54;97,54;100,00;77,57;94,19;89,28;99,02;100,00;89,98;92,75;93,41;59,82;96,29;99,69;59,82;100,00;100,00;100,00;67,50;92,16;100,00;88,34;73,72;86,41;;60,94;67,25;61,22;94,03;89,18;70,06;99,23;69,46;100,00;86,59;58,74;59,87
K7100298;7100298;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;493;Indonesia Barat;KABUPATEN;RURAL;100,00;0,00;143;11;13,00;5;Ada;Ada;1;0;8;55;56;39,16;71,48;43,84;51,67;62,23;36,88;57,28;50,13;54,77;45,58;48,09;41,31;44,28;51,81;62,23;56,61;52,19;50,08;65,70;57,16;72,17;58,21;60,53;47,86;50,61;43,42;36,98;57,41;48,42;57,66;74,37;53,88;57,66;54,32;50,24;49,69;48,24;54,76;64,07;50,47;41,87;69,82;;69,48;69,52;67,67;86,86;100,00;84,08;79,49;77,08;98,82;62,33;32,02;54,76
K7100074;7100074;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;211;Indonesia Timur;KOTA;RURAL;94,44;16,67;84;18;4,67;7;Ada;Ada;4;1;6;26;53;63,10;60,52;40,45;;65,56;46,35;59,93;48,90;56,56;57,79;56,85;61,01;64,32;49,64;37,01;56,93;59,94;54,30;46,36;63,67;78,59;53,62;94,19;71,95;54,69;69,57;46,80;52,25;54,32;;65,22;69,15;;52,18;55,94;46,55;;51,91;53,18;59,91;45,33;36,34;;51,92;34,72;25,97;66,63;56,10;50,42;10,13;54,90;56,75;62,04;58,74;76,48
K7100076;7100076;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;171;Indonesia Timur;KABUPATEN;RURAL;100,00;0,00;70;5;14,00;3;Tidak Ada;Ada;0;0;3;20;42;60,00;58,18;40,45;;65,56;52,57;59,93;91,92;66,99;68,17;80,16;82,71;90,21;52,63;64,83;99,04;67,18;69,06;46,36;63,67;100,00;66,87;94,19;89,28;66,99;72,93;74,17;73,67;65,36;62,63;96,29;69,15;62,63;71,42;79,40;64,26;30,99;79,96;58,21;73,87;19,35;50,23;;;51,06;12,38;46,82;53,01;37,47;27,31;39,41;33,77;72,85;58,74;76,48
